[1300 2179 3717 884 1369 349 3201 836 3657 1818 2107 2565 2178 732 3790 1399 246 456 1874 3561 167 1368 2182 1933 3029 3109 2335 3475 3361 1755 887 2442 2378 3671 250 295 2751 3089 1386 1145 1929 1081 1248 1630 3569 3462 105 3122 3868 631 3208 945 3846 1764 1708 2683 106 2473 633 99 164 1380 1069 1456 443 2979 2549 3415 1228 597 1834 3604 960 689 2104 845 3044 2056 2678 1771 351 233 320 780 2108 2867 3123 2963 862 2268 2957 1312 988 3771 980 2129 3143 600 3083 2891 1341 3507 2236 1549 2507 2386 3295 1806 1859 2327 3648 1268 754 1062 1915 2289 3516 2128 1388 556]
[3395 697 605 558 608 3350 430 592 1878 2627 786 2529 3720 264 2340 2867 2990 1353 3965 2051 1253 2261 2515 3788 603 2876 1876 1348 3694 2368 2914 3631 634 694 507 126 3228 882 1494 4066 233 601 1177 3981 189 1499 909 3589 1060 454 3507 637 2659 2693 764 2304 3049 2333 132 1358 3636 1958 2266 2313 3369 656 748 403 3631 1170 2569 3991 510 4044 423 940 2786 1190 3048 3543 533 65 2036 1483 1205 2645 2876 899 3244 2649 3102 2614 1529 110 3577 1994 3553 2291 3572 3501 1347 2936 2978 1300 2627 1719 715 3376 1619 1774 2199 676 2424 773 1600 4046 77 2558 479 2007]
[3126 3742 832 2707 2301 3173 1363 1515 1461 2635 322 2409 1443 3001 1361 821 2593 3967 225 1172 188 1987 0 3621 4042 1905 300 990 3210 3768 393 3929 3291 929 3951 2571 645 2738 1622 790 3362 2837 880 859 1843 3019 663 3406 2003 1997 1557 369 3252 3698 2448 2005 1042 3194 3342 303 1563 3870 3339 3840 1987 1273 30 669 3258 4077 2055 2099 2900 1052 2904 2784 1480 3210 45 3926 1000 2724 1453 888 1649 2200 1266 3112 3240 1736 898 84 179 518 860 3732 3334 1435 26 527 3931 2947 1535 2114 1550 888 1507 3864 3892 2993 3122 2704 2949 298 497 3235 817 3582 442 2095]
[498 3180 3186 153 2285 4025 737 1659 3861 2826 3454 1418 1625 429 1663 1036 1083 940 4032 2693 1535 734 2614 3704 1034 2189 990 2965 4055 968 2155 3178 1044 1322 2770 2669 1935 1680 1307 3785 2485 648 1701 2129 2712 1882 3896 692 3960 3413 3954 2475 2831 2587 1332 3679 1842 2354 797 1828 913 2420 2068 3451 3321 3216 1777 798 374 2474 2199 1832 360 557 2515 521 2464 2340 887 3746 2750 1357 1653 1454 1769 1142 101 311 2078 771 2265 2380 922 4057 2606 2091 563 2088 586 3044 3534 14 2055 598 678 242 577 2246 1573 780 3195 1322 911 1936 4013 221 1214 2500 1712 1687]
[2644 3838 4009 821 2306 1738 3324 723 3317 3548 3829 3691 1784 319 3334 784 2168 202 2984 1197 1850 924 3320 2329 1921 1279 3600 479 3141 1592 3432 890 3090 2017 2618 2154 3669 920 2897 1517 1619 1211 501 3334 2020 747 3264 1497 519 2426 1675 615 4054 2209 941 4086 174 2459 1005 3002 526 163 1991 2261 2919 3478 2720 743 3257 980 3609 2713 2496 4050 123 963 3283 1232 58 2740 1383 224 3776 2936 3015 2116 2673 1282 447 2973 1629 1219 3878 757 3300 2474 228 908 2946 1471 1773 1060 852 3296 3452 334 260 3133 4061 2685 257 1482 3972 387 2743 3685 2516 3892 3628 105]
[12 123 1639 143 1188 3747 3185 1665 3978 1318 2575 1176 3107 196 2820 411 866 3868 1686 2720 1225 2795 1938 1303 2624 3961 2732 1001 1907 2868 4 1835 2938 192 3223 1893 2619 3243 3992 2189 3688 2831 912 1353 1849 645 545 934 3727 3864 395 84 1466 2320 1244 1894 28 1354 1507 1227 3913 975 3891 2065 280 236 281 3449 1964 3006 3600 306 3171 2546 615 2129 3505 1362 1164 4081 3722 1234 2104 3505 880 1701 143 3523 3959 290 2658 1814 1775 2198 924 2482 1763 898 3313 2101 1458 653 4050 1522 1745 1575 4043 2721 3176 3455 2293 2132 148 1958 4013 2695 678 2618 1759 563]
[319 179 515 3047 261 3264 3421 2937 3764 768 858 983 2091 2525 252 3957 4011 2264 2924 1939 2160 1809 1355 3388 1816 2959 1761 1481 2992 548 4045 658 183 1499 864 3185 2166 694 1319 2245 3231 4045 373 4086 2782 694 2156 514 3770 4082 2722 1636 3965 3667 1575 3640 3216 2347 3065 2276 1011 1966 2416 1341 66 3910 418 698 2086 3036 3851 3206 3497 2376 2023 3761 2153 1839 2967 2311 2827 1130 2426 3320 905 3010 2388 1232 1396 2026 3246 1490 2016 3239 1236 2408 1106 1170 2933 2578 2865 432 3267 493 2406 3050 2614 833 1712 1326 898 2037 1880 3193 4061 2880 1751 2210 208 427]
[1283 2516 2454 2182 786 554 1633 2387 2817 1318 3596 1034 967 1006 497 185 3333 299 253 1126 3318 631 886 908 790 2867 94 356 3332 2764 3003 221 117 1614 4023 1996 130 2317 545 2741 846 3926 1102 3563 1739 1709 1210 490 3658 787 570 2192 2517 2283 3210 195 1211 1204 134 4044 208 2168 248 958 2413 1107 826 926 579 3900 318 3355 3273 1043 1492 2249 3948 857 828 3720 3119 2877 2596 2671 2308 849 694 721 1320 872 144 2919 1587 2684 2405 2362 1263 529 544 1873 2434 1826 3044 1316 3401 641 2037 2911 58 1963 1048 1686 2502 330 662 1630 3689 3556 47 3484]
[286 3034 1331 44 2158 1587 2910 760 1881 3560 470 10 1494 55 3282 1542 1455 2976 2778 251 3821 894 3201 1800 1427 443 3659 2456 1150 2766 2640 1530 2897 1509 2645 1880 1309 1735 3070 1064 3955 3467 1781 5 596 963 2236 3532 58 3619 225 1837 324 4071 2103 3910 3891 3872 1618 2001 3387 1721 1607 1712 1836 2722 1140 2137 420 2826 2303 2170 257 1378 3176 3680 1784 2761 4000 3341 4088 2632 1861 51 2044 784 3421 3256 1766 559 2417 1319 2420 1143 2697 351 1432 906 1013 237 2606 1101 519 341 2306 2489 3826 2913 1408 1240 805 2409 3891 3964 1979 2200 3669 296 1892 508]
[127 2239 3648 3731 54 1860 133 2093 1866 2814 1870 1073 3080 1429 3919 1267 2180 2995 2260 2421 3708 1148 367 1223 2881 3082 607 3155 2092 1180 3922 3942 2097 671 500 1876 1499 2166 1739 3880 280 3940 2297 217 3308 189 2364 1940 3283 291 3331 1085 976 602 703 3023 303 711 2829 3631 3442 3842 2854 774 948 3217 1756 2487 1285 383 1900 130 4068 674 3671 907 2037 3586 1759 1766 2324 3259 2427 647 1798 2399 148 1754 1261 1797 2445 2989 3171 1390 875 463 558 3163 1220 1844 1394 253 982 4017 724 137 249 1282 1355 2057 3123 2069 3014 2275 3966 3870 2618 3555 2620 3202]
[3694 1781 3273 4044 3656 4030 2844 337 566 4020 3776 751 21 1820 1146 403 2481 2120 1541 2819 2491 970 2505 2834 1047 3364 1175 2541 1513 2626 4040 2872 2645 1441 173 4084 2277 1593 1530 108 3503 1176 3407 873 3107 2411 169 392 843 2044 3619 2760 4036 613 3579 2605 2423 397 2151 2591 951 427 1609 3858 3151 588 1729 2561 3654 2061 2497 2044 697 2105 4030 493 3366 2866 710 2145 3878 18 3395 666 1073 2727 1171 3125 264 3085 2248 3949 2924 1757 3085 121 211 3667 2407 3674 1446 324 3607 658 3620 3535 1947 798 1660 2080 274 7 3921 983 1457 513 1484 1453 3447 2411]
[2578 3658 980 1009 478 3633 3276 2269 3464 521 2717 94 3809 855 1885 118 1075 3252 665 1123 1537 486 2160 1406 1062 1115 3868 1134 1380 864 4062 76 2254 456 2425 3328 904 2546 2318 1605 1217 1328 3472 1938 3201 2055 2181 2421 2348 390 1822 261 2171 1127 976 2062 3150 2685 1804 3371 3077 2050 2076 1245 2665 3374 3328 1146 1286 3600 2476 632 1120 1865 2455 283 4009 2004 164 4013 2775 1502 348 3380 2318 821 647 551 149 3534 850 85 3067 2414 294 1761 3617 918 2783 1477 1565 3355 2779 365 508 3378 1668 3411 89 3025 3226 2005 2952 616 800 10 3380 1559 2473 3913]
[18 4085 1958 606 1457 2864 1274 3288 2612 42 1421 1386 1621 19 1407 3559 1171 2074 353 2137 1528 1848 896 615 3428 966 3753 167 890 2260 2544 1939 3954 3873 13 3049 1617 1443 4052 2040 2269 3572 472 392 2753 4023 618 4071 3536 71 50 2018 1210 2154 3294 2510 603 1911 1066 1897 3123 2461 1007 1982 3890 3111 4004 1905 2835 345 950 2552 353 3356 2300 484 1296 2718 3395 200 1700 2570 1499 406 2411 1654 1066 4 222 2922 2441 2793 3960 531 3570 1504 2467 872 614 3258 671 2405 3435 1404 3139 2896 132 248 1876 746 2731 941 1584 800 290 3620 3945 1951 1914 1758]
[35 1498 1788 3092 2629 1364 3951 846 1973 2110 1537 86 683 3376 2024 1884 1328 190 2556 2674 2697 2024 800 1943 511 2644 2341 851 1751 4008 613 2393 3246 983 1661 1692 3804 566 3303 3128 2850 531 2222 1871 3819 2867 743 136 1751 4041 3388 61 934 1470 3309 686 1758 3926 2090 2635 1053 115 2422 468 468 1839 3196 3890 386 1790 790 862 483 1783 2652 1909 1440 1432 188 3908 3404 4056 389 1798 1428 365 3437 996 3901 916 3130 3834 3467 613 1021 3615 833 2735 3954 40 2045 1427 1680 380 1662 1020 2323 2151 2481 2452 3221 2000 199 3570 3716 3237 2409 3210 2221 3975]
[1196 1984 1449 3211 4078 2034 1838 2023 3327 2173 324 3073 3735 736 2278 2491 2136 1294 3037 386 27 1157 2994 244 3169 3973 2456 918 1932 3812 1653 1976 805 3982 3385 3547 2870 313 2701 2644 2324 2160 2441 1189 760 191 2588 1345 2750 1454 1468 192 856 2894 3010 125 2031 3368 2487 3196 4047 677 656 1790 3730 1165 1251 1537 2967 1377 2317 942 1593 214 1368 855 2289 2263 4073 1078 3581 2300 1124 709 2669 73 3642 973 216 3190 1353 3743 2843 3115 3705 2798 3682 622 3672 578 1419 1998 3660 3254 2417 2705 457 3695 1600 3384 206 2800 2507 1258 2230 1442 1831 1734 600 983]
[3181 357 3751 3303 3853 1507 3631 2497 934 2650 1640 1644 3944 3834 1748 3361 3317 3108 2569 606 3469 3357 2287 2610 1096 2755 2940 1728 3388 788 1256 2990 3983 2590 1262 2774 1429 2671 3771 1345 3621 1701 2162 1952 2035 2630 1694 1638 3031 1137 169 2592 1497 3867 1184 1161 3683 498 3781 3381 111 1787 2213 1027 377 3990 98 3033 1890 3798 2388 1638 3035 2354 2347 2347 2615 42 1452 1658 2054 2522 2273 3685 2108 72 1145 199 3287 1920 2381 1309 1670 3557 3590 3738 3261 3818 1899 542 3321 3636 142 2115 3507 1922 2926 1785 3667 999 2829 3916 3723 3232 1436 3991 3341 2140 3696 674]
[2919 543 1097 336 2355 1739 533 99 1544 2884 2530 3337 685 2580 671 2012 1439 1951 1427 3635 3220 917 1111 3333 1862 1966 4078 3373 2909 3816 3460 2839 2740 3747 2972 1761 727 1872 2843 196 1556 986 1994 1052 4076 54 1738 3840 1899 1905 2027 2272 2500 646 64 69 2176 2434 3133 2860 158 833 4050 3698 4086 1957 2093 1735 1709 3777 690 3198 1272 3932 1160 3492 781 2165 3134 3142 2352 1662 1680 102 204 4037 1618 435 570 121 2480 3540 4091 603 2565 2488 2339 2722 2654 709 3335 1062 3769 1329 3840 3754 1977 3675 762 1757 3397 1552 1269 1410 3786 3762 628 2994 196 4058]
[2533 891 4056 1994 2815 3095 2397 234 3603 1327 3444 800 468 1493 2562 3941 3384 2320 553 1849 973 1085 512 3666 1893 2875 3584 2206 2090 2696 938 764 1474 1469 3874 3974 1875 1944 3892 3325 3036 1425 2340 1207 964 1474 1143 2251 753 1687 3317 1183 3356 287 2045 112 150 868 1628 8 790 205 138 706 1572 2516 3014 115 1718 697 3458 63 2714 1638 928 2048 3836 3384 1701 3397 1832 3321 3547 2281 593 3286 102 1 206 3457 2435 3633 1723 3396 856 1591 3022 1820 3046 3623 2358 812 1735 306 2873 4074 3544 1465 2650 2923 589 2839 2582 3502 557 2842 1720 3923 26 3959]
[2075 3620 797 3095 2667 4066 3789 1257 3649 2643 3211 3714 3125 3523 488 3345 3778 1338 2607 3535 949 2633 1588 410 2890 3850 514 3241 517 3808 15 3944 2026 2461 3845 1621 3846 2650 1302 1022 1979 66 2501 3133 1305 1213 172 1153 279 3931 529 415 1651 3087 3525 2227 2192 3077 2732 1943 3015 2925 1886 144 502 2119 3456 3003 3433 786 31 1463 3237 1536 3307 2449 1137 2631 1919 301 3261 1229 1389 3952 893 3356 4061 715 2309 1766 1361 2603 1977 563 621 686 3171 301 2327 3415 2282 3499 3869 1471 1874 2011 2085 2096 1169 1042 1887 1382 3343 2471 340 2330 1866 3775 2382 584]
[2619 1357 896 2257 2134 481 1843 2433 1898 736 2255 3868 453 2158 983 3880 1593 2142 2082 3457 3713 2220 2947 3886 171 3731 211 2985 1189 3036 3719 2 1984 3218 2727 3140 2491 974 3232 3569 1918 2739 971 1651 3047 1020 3520 1359 2275 1045 3552 143 295 1700 1870 198 2329 3007 85 3278 2416 1000 2599 3921 262 3759 1541 405 1890 3025 2227 1358 498 2664 707 2500 4069 2001 1830 1091 2276 1542 2306 113 536 609 3808 3230 3408 3469 2510 3195 3885 2529 1095 3854 1064 560 3189 3111 1112 2969 187 183 2167 4023 759 1828 1209 3263 2934 1688 1145 2257 864 3894 3994 4082 3323 3856]
[3185 2761 3568 2424 2398 600 2590 1118 1743 645 354 2919 3678 1046 1827 1697 3919 3763 985 1146 3306 500 25 2588 3331 971 2711 4070 830 3635 1054 574 2758 3736 1474 1809 476 2721 524 114 1824 2837 1221 3348 1869 202 1442 1319 2097 686 1338 3660 3632 1721 2426 3692 3821 2506 1575 3931 2718 2043 3866 2862 1355 2527 2430 611 3508 756 1496 1379 10 3055 3969 2768 2999 746 1498 2456 4087 3798 274 1296 3766 1791 3816 1257 1217 3247 860 1409 2125 2394 2733 2917 2118 670 2838 3755 2137 3872 2153 2152 1278 9 3137 799 538 4009 3477 4009 173 1364 2348 3104 1869 4059 2559 3607]
[1506 992 458 3311 3372 15 754 1437 342 125 3139 3583 1094 4021 1270 3915 1378 1372 3759 2573 2698 373 2233 2920 3857 1565 1349 1554 2592 2714 355 3895 3912 1553 952 2460 1545 2784 2527 1914 2751 1808 2655 2657 1877 872 1263 3100 2703 2708 1948 3811 529 574 3361 302 1110 1609 224 1601 3360 826 460 4000 3495 205 3251 3443 928 11 3378 2321 3917 780 2986 1614 824 839 1974 333 3916 1449 3803 1782 1797 3142 2314 3200 974 3840 854 2786 943 894 1453 2842 3656 3004 29 2608 3292 3628 272 402 2362 2499 2562 2438 3434 2991 3847 2493 3738 2825 3051 294 2662 835 249 670]
[1458 3550 24 4062 1742 1187 3240 1156 1717 1249 3906 1635 167 3730 559 951 1956 2115 3675 803 1582 3625 591 1678 541 2059 3209 187 124 3557 1174 1979 713 2725 3673 3117 1374 3006 1228 357 3971 756 3849 3645 3349 2295 2391 2443 3007 1035 2399 563 1756 3130 2147 1227 2872 3713 1762 32 4062 3951 3994 207 2883 3462 2861 3060 2825 3927 2043 1372 2753 1964 829 1770 2342 2502 2467 2341 4043 3994 2567 760 719 416 1495 3586 3630 637 181 3422 1812 17 2111 1876 3211 1477 3045 3568 325 845 3315 2537 1924 1752 2824 1856 1307 3398 3537 2020 626 709 2732 45 1846 3641 92 224]
[3234 2987 1958 3828 287 111 1859 4084 3038 296 3866 2334 2634 2682 3888 3747 1086 2438 644 1690 694 2622 2643 2989 3102 2245 284 3724 1735 2778 1891 1348 2607 509 2505 1182 2311 2412 3005 3783 3262 45 1155 3415 806 1596 1907 693 2493 701 602 322 66 3996 2997 2233 2369 2173 57 343 3485 2055 2482 3203 3034 2834 1674 445 1645 2848 14 44 1294 651 100 2956 1759 3028 3369 2055 3927 1587 3978 3020 2734 2547 2860 2168 2149 4017 1546 3358 2149 638 3699 697 4061 2176 2674 2983 15 4082 1731 3619 3448 1048 3946 1804 3520 3387 244 1229 3069 2138 3579 1586 1987 3562 1438 1615]
[3379 93 1171 234 331 2516 3273 939 1918 633 2030 179 834 495 2730 3281 487 2200 972 2145 704 2936 1680 3092 2806 1263 2662 958 784 1837 1528 1924 3304 496 3173 3752 601 1589 2698 3701 1699 595 3556 2108 1195 2892 2942 2211 1681 575 2960 2476 2733 1442 3248 3812 2048 2492 4066 1989 3589 530 2786 1577 3748 3483 533 171 1587 1841 2277 2906 4016 322 3664 969 262 485 2087 2199 519 2516 3547 214 1908 3857 2039 2825 1494 1375 350 4056 2448 2701 3769 3458 790 1099 1804 2431 1562 2820 2198 3997 1344 264 257 1298 1026 3558 3171 1228 2811 1819 2928 48 685 2939 312 1179]
[2596 2141 1947 1581 636 1762 2602 2686 2866 1466 1883 1776 3431 1539 344 3030 2993 2291 2807 1260 1081 3699 2339 1468 605 694 2234 3534 901 1146 3984 732 1696 3950 3686 1882 3140 1805 1507 632 2118 2162 3393 3608 3208 3869 1070 1785 1373 2918 2574 3361 3230 270 3789 386 3681 625 3826 2537 3750 3505 3473 3118 778 797 601 3039 3145 3405 1196 540 2350 3523 2000 1970 3575 2236 1159 1641 2582 2354 2384 2663 1475 3236 735 3081 3540 1363 4025 4056 1259 590 3278 1370 2084 2808 1092 3655 1647 2172 1644 1842 2605 2498 2130 945 2768 2704 764 1242 2762 3018 3806 2499 3088 1200 2173 1709]
[2109 631 1749 156 8 2660 3287 898 2163 1400 3609 698 3683 2541 1821 2037 3153 692 38 1139 85 1398 446 427 194 4079 2007 4053 3720 2012 1553 2812 17 363 72 569 313 507 295 3250 3774 1827 3597 3050 292 3629 675 1982 3643 760 2223 3956 715 2970 1288 2342 102 1433 974 111 2953 972 2978 2189 2115 439 1628 795 3351 3270 1467 1562 281 708 1396 1656 2218 1796 928 725 715 3990 2638 956 3684 2360 2893 2327 1704 2612 3674 3655 999 729 1984 1596 976 2791 2089 317 944 1722 647 2079 2728 2143 829 3888 1690 3398 3241 3550 1690 3859 3062 751 2193 1147 2139 466]
[2489 3173 3575 1190 219 3763 3070 3103 3773 1015 3442 2626 859 3894 2434 3193 2022 1970 3954 2181 3666 2811 609 3245 14 2625 3929 3334 59 3629 3026 1856 2542 3489 1751 343 3117 237 3037 1627 664 356 3482 321 81 1157 2617 432 3796 2499 1529 3638 414 3170 1053 2533 3670 3212 2364 1279 2708 1354 1246 1506 2558 1474 1479 2323 1859 3280 1109 3861 1128 1458 1642 2 2815 3428 3735 593 706 2258 1561 1811 9 361 3316 2518 500 4021 2903 957 3696 2140 22 2902 3962 665 480 156 758 2360 2079 470 1103 3263 2051 2187 159 1911 1948 2628 2850 682 1714 835 2227 1326 936 3334]
[3508 3199 3449 2820 3985 604 821 2887 3867 3994 1729 2094 1251 2248 3776 1735 3765 3004 3605 3723 2909 3718 3603 1186 3234 2145 936 1235 763 1233 2071 1428 1826 1798 4061 2432 1178 1702 720 2656 2814 3109 3792 800 3974 3238 1304 2222 1666 3501 2005 812 980 903 2976 3130 2853 243 2229 1983 1400 964 1097 3367 2966 4075 3066 2172 2041 3104 471 1096 3770 2214 628 3091 1483 243 159 1913 1157 2533 447 1713 1578 4059 112 917 3882 3321 740 2917 3000 847 1669 3562 2646 1955 598 3677 2168 3029 3654 3264 1885 2929 3476 1393 1074 1418 2599 754 3134 3051 1708 1476 2462 2699 3121 320]
