[455 2259 1070 317 206 2967 1847 2495 2523 1009 514 3739 201 2768 3770 3365 3807 3569 3838 1734 1334 2043 3952 412 2893 731 3553 948 1355 4072 1055 2773 1880 2092 1988 4011 1274 1319 3717 3726 604 1605 844 3898 753 2068 2006 2246 134 2105 326 466 2136 1302 2473 1214 1159 0 3311 1662 2883 3645 148 3701 56 2456 895 3605 139 271 2247 1278 1845 775 3389 3130 3824 3971 1347 4069 2544 3117 638 1652 3205 882 3277 2786 2810 1490 2205 2670 3863 2021 3307 679 444 1683 2984 581]
[2436 2346 1540 1179 474 2401 4067 3465 1396 4074 3541 2048 899 2060 2201 3328 1186 871 417 1538 1350 761 3563 3873 1244 3034 598 936 1865 2947 1780 3470 699 2724 903 894 4042 3925 1608 815 1242 2995 2517 3242 816 2008 3771 759 2515 839 2995 1817 2848 1994 2243 2257 1792 372 250 244 141 1629 723 711 1356 284 1750 2633 1857 1964 253 3474 3183 820 88 131 1709 3110 1649 846 315 1586 2892 2243 2566 3543 504 64 1560 1822 4046 3858 3554 3760 3145 2878 3430 1017 2228 293]
[232 3419 3286 1778 1959 2612 1973 4019 3055 1555 1109 4000 919 2597 1207 4022 3391 2931 1808 3710 146 1796 3400 562 3493 1283 861 3863 959 228 2724 2066 2356 1821 3230 222 2193 2917 3168 3749 844 1630 788 3513 1130 2098 4077 524 1331 1174 3252 368 1809 3980 454 338 3770 1879 396 1635 279 1956 1931 4021 3240 3126 277 1390 2085 3335 1094 3060 1051 3287 1845 1613 1693 2381 2225 858 1412 3935 323 495 1400 3419 3088 1987 320 605 3172 3156 4004 2628 4046 2279 1665 655 732 2750]
[1897 3620 842 3952 2319 593 2445 2704 2666 3484 2874 192 3819 1088 3377 974 2161 1700 3680 2497 2904 1126 1257 916 1308 1216 515 2248 808 1009 2483 3547 2602 3923 999 1485 3869 3101 3347 1373 2083 2911 144 1084 2649 2507 2681 2451 1739 1123 966 2125 735 2182 525 3950 324 502 2735 442 158 1731 2929 1268 3661 1934 1995 1216 160 1667 2826 3516 1378 2309 3337 2242 3240 3412 270 1207 1204 1220 2202 1058 2054 829 2749 3105 2779 2184 53 226 533 1464 2653 3118 1400 3560 1873 2208]
[3740 215 2353 3086 1537 1241 4037 296 287 2120 1547 3583 904 2765 885 2038 195 190 2190 2981 284 2108 1710 477 3430 1465 2385 1409 2956 3099 2834 3408 2252 3769 2854 2337 1798 3689 1451 3309 1888 1043 1920 2632 1318 343 296 3312 882 3183 1506 1872 2793 1930 2721 481 181 3318 4084 90 3468 3831 1680 1064 3811 2301 3741 2322 1027 2180 231 394 2068 2778 157 287 3701 2813 953 1928 3502 9 1688 2248 1378 2531 681 692 507 3250 2836 1754 883 3484 540 2959 3752 870 3699 571]
[302 3903 2007 3436 2462 1392 130 3115 1907 2869 1454 2980 1288 2547 269 379 3132 107 940 936 3970 2251 3359 2049 1139 829 2402 2424 1168 2657 1847 2547 4051 3405 1160 2030 1304 1653 2626 1670 3244 2732 1719 367 3049 1080 2355 432 1823 3257 207 3164 1678 3252 2104 911 3093 1505 1130 701 3431 2451 1634 2133 3068 3388 3636 1597 2258 3432 2880 2115 3915 1187 4056 1825 1799 122 462 1002 1511 154 3668 2220 1931 3947 439 2389 4086 1626 3001 2589 2478 673 230 1568 2119 1141 3215 930]
[3694 136 3516 3698 632 2172 607 2164 1855 2721 3281 3721 407 391 3529 504 2125 355 2929 2060 1038 1880 3554 2967 3035 61 3045 3029 968 1088 2478 117 3854 1447 1972 2561 2932 416 4040 880 1276 659 2456 775 698 3859 2260 2159 1255 2492 741 2502 956 59 2739 392 455 1780 4047 602 487 1992 3298 265 2956 2475 2328 2779 394 3999 1577 2249 18 1400 666 1001 1042 3567 250 3238 1943 3476 1900 121 3202 290 3063 2758 776 988 3869 993 12 3430 795 1895 3939 3234 1476 1589]
[1348 2303 2764 3306 936 3495 24 1108 3328 2777 1279 3776 807 496 22 2470 860 303 2457 2151 2008 1032 2141 3934 1203 1889 216 1820 3722 3476 3886 281 1542 1924 80 682 1909 3224 1234 3530 200 3038 2657 2659 373 1936 1020 2784 2273 3332 1893 760 2385 1145 430 3761 3776 3536 1521 603 1135 2785 3778 3844 1905 2986 2942 2233 3286 286 1319 499 3725 3800 3396 2820 1813 2851 2154 2214 3721 2398 2643 3931 1696 2233 760 1085 419 3045 3772 3676 2252 3609 3863 1647 1730 1956 882 2139]
[1520 1180 425 2571 1733 1956 3544 1432 1442 34 2541 3943 3141 3021 2802 441 3860 176 633 2813 2448 173 1517 3195 1750 3544 1480 2924 1098 2213 740 1927 3225 631 4061 205 1943 3691 2079 1223 1260 3813 444 1133 3663 3758 978 623 816 2996 3980 506 392 492 101 1284 1138 3960 3544 3186 3570 1076 205 715 1059 1309 1018 757 3932 2707 1061 3286 487 436 2365 1973 3019 3872 1278 1746 3431 3596 670 1469 1315 1245 2535 3412 878 2980 1457 2956 3963 3156 3679 2754 2555 3082 1069 1634]
[3135 3413 1137 448 402 1653 904 79 1873 2863 2119 2159 576 3596 2199 1222 497 2697 530 1229 4076 1468 3079 3402 989 1537 2430 1252 876 2040 2153 751 2652 50 4026 2566 2904 1944 1341 682 558 499 1791 3887 2285 1339 802 2768 394 2803 1817 3599 3662 950 1945 2947 2526 487 3797 3068 1085 3896 334 411 1490 2758 769 3844 1924 2399 1245 328 3873 2057 572 3217 787 999 3650 1074 2638 1952 2491 2115 177 1574 610 1496 2672 1617 3946 275 2437 2505 141 2727 2514 941 1071 2519]
[160 3635 2170 2401 2849 1568 2515 1950 3821 2467 2412 270 3655 1736 3369 1077 3386 4025 1057 3803 828 260 2259 2684 3861 3254 2778 1014 848 1637 3830 2756 1486 4072 3629 2134 1651 3116 3093 3537 1226 1076 4027 3241 3575 1948 2871 172 946 2039 660 1724 3599 3522 195 3368 837 2668 2700 1981 1032 3448 2008 1575 852 2935 1036 1635 1596 910 3948 3473 2350 2505 2291 3544 3587 2725 710 3307 2619 1036 3967 3191 793 473 3628 2649 2857 3308 722 1718 2444 1153 1817 2235 393 1711 1482 2070]
[998 966 1656 442 34 1409 711 2074 454 502 1625 3666 3713 3165 3302 1002 2685 1095 2912 1699 68 2945 985 2670 948 3344 2107 789 3126 3607 2272 730 1479 944 3341 2348 847 3606 491 3122 671 1357 3064 745 3420 3173 338 2592 3099 553 306 1434 3819 598 56 1786 3710 3237 1965 1708 3146 2101 145 2926 73 1166 1236 671 2401 2045 3023 976 2663 305 1816 348 2711 3410 3790 1601 3542 660 3068 264 2981 362 3350 908 3022 540 343 1730 2173 2271 2240 2861 1481 2575 440 3522]
[3088 2291 3680 640 2294 535 1228 12 1526 2882 1012 1536 2690 861 2063 3828 725 2285 1289 1213 2357 1897 658 2129 3137 1869 1914 441 1717 3222 1688 2289 671 739 2747 604 2964 1131 3180 1604 1897 2267 1597 914 1584 2161 664 3450 1670 3182 3910 1311 1396 518 1674 3156 4005 1244 3128 729 1313 724 145 1487 821 28 1291 1842 3490 124 3005 1838 4067 2373 682 2813 935 1921 454 901 3893 1481 970 2442 3616 2216 3132 1953 514 2524 2917 1877 1529 998 927 440 126 794 1281 1058]
[1741 37 3554 838 14 1298 2221 2516 3666 1432 2494 270 4 2987 2945 1364 2433 3525 662 1144 3803 3449 1749 269 1081 3344 1745 81 3910 1552 2696 1096 1127 740 1134 237 649 1411 3806 3792 1064 1486 1560 3443 2275 3015 993 58 3688 1423 2307 1873 767 407 272 1803 2545 3881 788 3154 624 1250 423 1738 394 877 2050 1288 618 58 2267 2804 1514 1638 3427 169 1468 2816 981 3422 853 3458 227 224 3157 3041 1178 380 3835 720 3557 3448 3826 1849 2410 583 737 1530 2624 2996]
[1725 3745 3255 235 1273 3669 3649 1564 2394 3221 1166 725 2269 2695 1436 787 2875 2633 1245 1108 1341 3276 3758 4084 1889 123 2102 1541 2190 385 3314 1699 757 1809 1815 298 1690 1188 39 1229 3023 539 2624 2888 2098 441 3703 3920 2111 4042 2594 2465 2244 2820 3118 3956 984 2371 596 1894 528 1677 991 1608 1113 482 2479 3113 768 1104 1851 3111 3031 2158 1507 977 3865 2178 3763 326 3172 2904 3297 2913 1501 881 3895 1780 2210 3666 100 78 1850 2186 1722 1376 718 1686 3524 2971]
[1799 1948 992 1463 1142 3590 2081 2079 1389 678 2508 2811 3643 2022 2259 2165 1698 2718 3886 1644 718 116 2681 1507 3100 3385 1484 2902 3879 141 3236 28 1397 2009 767 827 354 1546 3898 4055 3830 2525 2573 1468 1139 1050 955 398 2314 2238 2791 95 3888 978 3859 3307 2696 3581 3845 2486 2372 2476 646 3385 3003 2843 1773 1116 3034 1391 1875 3932 2234 3599 3911 2844 107 663 2488 3330 2327 4019 1622 3249 345 3678 3665 1797 3948 168 1400 3243 2166 462 557 2978 974 2550 1499 2608]
[313 2444 954 3284 1925 3176 732 176 2336 810 2951 2324 3108 3807 2558 2851 657 1659 2946 3609 634 3231 3477 2870 2122 3471 16 2002 2819 380 4039 3432 887 1356 2274 1884 836 372 3873 3125 743 4016 1987 1326 1567 1305 829 1420 38 3611 998 1784 1686 374 2195 2897 2778 184 1120 3980 997 3834 3956 2751 715 2529 2550 1974 2335 1709 3287 623 2477 2906 2152 1964 2411 3086 2432 365 275 1006 3549 2844 527 2130 3105 897 2334 3706 844 3785 1939 3952 1766 3081 1045 211 544 2105]
[1100 613 2706 1443 2290 2019 4006 902 2070 928 966 497 2213 3877 3511 1667 17 1216 3240 1130 1168 2605 787 1097 1093 2772 4 3752 3575 2406 3973 3002 2646 330 2749 835 3999 1719 1846 3027 1019 2101 2394 1494 1874 3747 1051 3781 904 52 437 1800 3089 1774 2628 3926 1617 2253 2712 2848 1193 191 1219 952 1222 3150 57 3487 3057 2438 3965 580 3560 687 3775 3105 957 1522 3012 1586 2451 0 1650 3985 3119 774 2302 4051 2223 3166 3001 742 348 969 4077 1613 1514 1741 4044 2410]
[645 1335 1648 503 1024 1867 1571 2398 2644 781 1955 2647 705 754 229 3169 858 1727 512 392 4088 2689 3040 2579 2605 213 245 918 3584 2120 3411 945 2640 2608 2169 3749 1938 2615 2734 583 2065 4091 3146 3967 3613 1203 2468 3885 984 1041 3750 3457 1682 46 3997 2485 3269 3444 2731 299 2700 2056 1571 1843 1825 2508 2858 1763 2508 608 2878 3340 3072 2032 1521 1734 2622 4063 1501 2459 877 2620 1991 795 590 3413 2277 24 2074 133 2248 895 3552 2711 1258 246 1757 3766 3008 3225]
[260 3901 2514 3397 636 812 2941 229 3220 941 441 3474 884 3879 2632 449 3826 2459 3805 2547 3322 3619 928 3471 1198 1654 2276 374 3215 2368 44 406 3567 3670 4024 2115 1448 2186 3452 3405 1163 286 1453 2604 2296 3380 1432 1359 3513 1508 2143 2831 1112 3813 377 303 3619 3500 1894 1549 563 1176 3528 1051 1730 2332 1883 470 769 2028 306 1253 2732 716 152 445 3607 3621 1786 1056 2638 3257 2603 922 955 61 952 1765 2544 1379 2769 4083 2733 3776 2628 3713 1657 3075 2521 924]
[1928 3220 357 3364 3073 3386 2872 1667 1375 3725 2499 3649 83 251 2739 730 3469 1885 736 1622 120 1550 2879 3606 228 3544 3694 311 1358 1021 2616 1355 1551 1163 243 2850 3825 1111 1781 202 912 680 1606 2229 4084 2018 536 421 3944 3779 1599 2183 1470 1307 2501 3249 476 426 3946 1009 1863 3561 844 1134 449 3032 3337 2890 1524 281 478 1101 672 1495 367 1289 2501 1614 1423 3188 3977 3394 893 40 1454 796 3354 2995 3774 1153 3229 1345 2089 1875 3106 3282 3926 2320 1362 3204]
[1596 1012 2147 3804 963 656 1283 3802 90 1199 1787 1911 3608 1947 2937 400 1908 3749 3875 3352 417 3701 2147 2119 29 394 871 1675 730 2940 2436 3898 1488 3658 2476 3642 1601 2759 2335 1844 4049 3320 3753 1228 2293 3349 1061 3459 1724 438 2761 2397 484 914 1743 3685 907 2207 3585 1355 131 382 2076 3452 2585 3045 3623 3196 1514 2076 2815 2889 1852 2609 3425 1612 3225 1627 1866 3878 2748 673 557 2877 2481 1411 3407 3375 2825 2533 2667 1999 2003 1918 3665 2465 3260 2733 1967 849]
[1035 227 286 1873 3823 2790 3697 2399 3416 2894 1560 1813 2293 1637 777 3950 3474 3901 1656 3099 1714 583 1286 445 2651 989 720 1686 349 1750 2976 3563 882 2328 3770 3777 1515 2951 375 2566 2185 3633 2468 1588 1172 3237 1194 2035 2781 2880 1709 1383 3040 3538 1135 480 3003 3731 3443 1479 1745 607 1959 2420 2984 3742 1290 904 3747 1813 2093 2400 626 2815 2539 623 3775 1955 2121 2814 645 2506 971 508 306 11 2342 2084 2485 4031 374 3680 909 1310 1473 3608 1570 1851 736 4054]
[2409 3732 3980 3912 2125 3054 2353 691 3257 1000 3660 2626 3611 2292 3466 627 2872 918 89 1405 1805 29 1350 3349 804 759 1900 3380 3674 818 3278 3466 3120 1752 1489 3714 1331 3287 2426 1421 3217 1413 3806 3440 1011 3121 2987 3412 1565 465 3117 663 3482 1049 1581 3213 488 2032 2613 2550 106 249 3375 2337 3466 1198 136 4064 1400 1737 1855 3192 1114 2395 499 1866 1742 2508 2676 1331 10 2672 3201 2567 2402 3055 2625 2309 3222 2561 1294 2064 315 3530 199 2786 3424 1451 1424 1386]
[2630 3918 177 3363 1554 2031 3963 1487 125 2373 3036 3898 2486 3469 1417 884 76 2814 2445 1254 381 3844 2867 2376 639 419 2009 763 3610 833 1103 3712 2217 3105 2837 256 3161 1220 89 3415 2489 118 105 3630 546 978 1723 423 309 1957 1251 701 3589 3723 3557 270 3602 2186 1223 27 2270 120 3896 3416 3132 598 3131 3118 3828 1604 1675 1626 1838 3191 2797 2959 3877 3832 447 653 1376 53 1478 3510 3494 66 3754 2429 481 2467 1569 3885 3617 2155 2458 1836 155 2595 1557 1781]
[835 2601 3261 1339 3747 2784 1864 77 720 2168 3173 3221 3523 3298 192 3354 3965 1034 833 3333 845 3586 3819 1064 1080 2128 545 546 1268 1785 1073 2037 312 2010 334 1047 1626 3738 2437 1232 3115 3319 1945 101 611 2187 2009 2021 613 2906 2376 1830 907 2687 2515 190 2387 3524 1032 104 3396 3496 1861 68 3680 3374 645 1358 469 319 939 1558 218 3777 234 745 2044 1120 2631 1384 1211 3129 3190 2411 85 1019 1979 171 209 3601 1425 2784 1461 669 757 2796 2556 2903 1614 2479]
[2609 554 3930 3718 351 1896 2372 3812 478 3098 4091 3258 3096 3624 204 3539 2611 1428 2701 146 1603 2118 2547 413 2057 904 3082 3540 2690 208 3549 135 3264 2500 288 997 949 3884 1010 379 2753 1734 3657 2566 3868 1674 4075 4033 369 3702 1919 641 1396 2596 1241 1594 2082 1745 459 1187 1177 3824 2965 613 2415 3028 2505 1696 426 3489 1752 2152 1409 1194 2236 3316 3589 1575 1059 3415 1337 484 2465 3632 2303 1505 647 2730 3209 3587 319 2276 2384 3016 1097 1823 1297 362 441 593]
[1462 3301 3827 1526 3341 741 1982 3907 2995 1659 2107 2108 1663 3527 395 2633 3311 2538 1386 3702 3741 3415 3965 1276 747 2100 1809 358 734 835 1559 278 2821 3855 3894 3832 3886 714 2286 3224 1531 3376 986 3593 1786 2540 2994 4069 233 530 1961 2407 2760 2082 1144 1451 1686 2614 715 818 1074 1239 183 557 1383 2554 2595 1704 2191 2514 3002 1512 2367 3722 2694 1328 373 3961 1076 1491 906 3935 1738 3821 2678 1683 3991 4087 2363 2951 2917 2040 2156 1876 2519 3998 2043 1113 688 476]
[3026 2184 302 974 519 3587 726 3874 66 2827 706 4040 3519 849 2190 957 831 59 2692 1858 626 696 412 4083 1406 319 632 3330 2628 563 3272 2716 1325 784 3730 902 150 607 2953 3217 2588 2373 1454 2628 3256 1387 2378 1061 777 2004 1653 1042 3364 3806 3265 708 2607 505 1506 2257 3042 406 2888 3859 3766 2588 3453 3878 1022 778 2284 3500 2081 1862 555 687 753 1210 3744 718 1802 42 3853 1552 903 1421 2119 2126 398 2022 2079 2368 3493 2723 1564 258 763 1088 3044 2075]
[1913 381 76 1919 2361 102 3175 2131 1068 993 2679 655 3654 3407 3572 3271 3518 3700 1670 985 1080 2978 1655 2820 3718 1659 915 2280 2707 1091 527 1614 2831 3580 686 3173 517 1985 664 996 3396 2170 1664 1114 3579 791 3864 632 3561 783 1723 1974 3554 309 1594 940 2655 1293 256 2605 2559 1722 1468 860 2053 408 3934 3618 2646 452 3636 4002 194 1699 669 461 2577 1045 644 577 2543 1702 2428 3256 156 1543 1951 2026 2432 2200 3873 2875 3227 1543 404 112 2183 2478 1905 1322]
[2201 1504 3772 4023 116 3889 392 397 3954 1876 1450 3368 3089 1274 217 3270 1507 4081 1525 3493 3592 1080 813 1020 120 2888 279 685 197 18 3169 2504 385 1532 1195 1673 2317 1172 1922 4032 3227 3673 728 3095 1133 2562 2849 1467 3728 1309 528 1208 202 2796 2664 478 2470 1779 1426 256 3654 3245 3460 138 1653 9 2814 1059 2597 3691 2019 2204 2864 1845 2356 648 3515 513 1258 2158 130 899 519 3258 680 2345 2486 3001 3473 927 1458 2317 1625 2004 3133 1899 587 4074 712 472]
[2270 2947 735 1266 2273 737 124 542 3321 3439 3071 351 839 423 3533 3635 3335 1173 4014 2578 1558 988 3023 4048 500 2438 1001 2472 258 103 816 1757 582 3928 3876 3178 24 1317 2436 716 3621 267 175 1132 1788 3287 3258 1526 3936 1070 1416 3207 1968 1399 2441 2869 2043 2287 1042 2036 1466 3995 2222 2610 3842 2646 705 2913 3823 2534 463 1237 2117 1801 3192 323 404 1163 3876 2104 1620 3294 1991 2548 1404 2796 1597 2203 2123 1575 2863 1224 1901 1007 2217 3061 853 522 1083 3447]
[1422 3468 3473 2922 306 1656 2032 534 376 3224 1924 3906 1663 1534 694 3657 2446 3937 4074 501 701 1380 799 1520 2520 3268 116 3083 1271 726 1885 1878 3225 3114 2156 4055 3439 2621 603 698 4058 3522 3996 904 2587 2688 751 2846 364 1889 2046 3146 2215 1721 2745 696 1345 3982 2552 1020 3728 1166 4039 1881 2745 2923 2576 2799 2370 1209 2238 1288 2089 2655 3754 1655 2226 1880 3071 375 3835 4045 1080 3845 3915 3018 2898 3795 4088 1532 106 1145 3332 2266 2391 957 1443 2342 680 1061]
[67 1432 3070 3152 3119 17 75 1226 1167 3914 2091 3797 2856 1468 1058 2772 51 1176 3988 1737 2556 1043 2742 3514 568 3209 3020 1896 980 1577 142 3324 2832 1689 2187 3062 3 3618 915 3800 1260 2446 2756 3935 1734 2902 1044 3894 948 2028 3421 499 3421 847 2917 2209 1400 546 1863 1615 1681 1051 185 2807 2066 518 150 1889 3271 1124 2991 4022 2807 1512 2188 2638 571 1593 3716 627 1418 733 2668 2690 2802 3411 532 346 2485 763 3233 1850 397 708 1304 811 2256 1480 2102 789]
[1551 2863 2161 1281 3834 3302 3621 3210 2089 3660 1672 1116 2301 3326 2680 1573 456 1780 3288 806 2076 2738 2187 174 3376 810 287 1309 1409 3903 3037 2538 1892 846 2909 3999 377 3493 2665 3345 2116 998 1036 3229 2365 1694 4068 3820 1979 1134 2064 3981 480 77 3005 753 2289 1230 3154 3323 7 1817 3357 565 1973 4075 2487 2796 1157 1417 1611 1427 3114 2012 1559 4069 443 1610 959 236 4006 1744 3613 3778 1000 1219 1891 1283 1387 1928 3107 2688 1760 597 2397 385 320 1817 3163 3500]
[475 206 285 775 1892 581 144 2405 2547 1720 2396 2532 1434 2418 4092 2829 2787 2672 3784 847 3175 3719 3995 1173 2334 2943 443 1879 826 752 3265 187 2246 3984 1882 2245 3427 3633 1829 3411 3027 1647 2261 1178 3204 3182 3119 3136 3074 3339 505 784 229 2957 3244 1159 635 1045 3546 3865 1390 1061 1255 582 1399 1339 3341 2203 517 469 310 37 1778 3769 48 2504 3073 1751 1270 618 1715 3759 2641 2223 2150 1620 1276 929 2340 3347 359 1869 1786 2193 432 1417 3456 486 2034 1887]
[1106 155 2458 1983 225 91 961 1743 3809 2775 1600 547 19 3596 405 3036 3570 3821 448 2022 2861 1412 1896 426 2659 922 3704 3579 3065 178 692 3819 3320 1089 2621 3443 1112 3058 79 25 1237 2342 3552 2640 72 50 3484 1412 825 2976 139 1415 3105 3299 1727 1940 2988 406 599 3809 2895 2739 1850 4090 2866 3629 3822 2624 3756 4071 2878 3482 3082 1387 741 2626 3154 2805 1887 2822 4025 1697 454 778 1584 317 3287 1665 3082 3350 1380 2283 1176 1418 1242 3922 544 1441 1566 1889]
[857 867 2248 499 1886 2353 3977 1982 2094 3255 459 1148 3812 1251 2303 3152 2721 2374 340 2207 3110 2896 979 2566 986 1709 474 891 4086 1465 1595 1350 1232 3937 3460 1826 667 1273 3740 53 626 2142 1344 537 922 2052 2232 3329 1793 682 897 1915 3558 640 102 2115 3013 1854 2316 2285 337 2780 3085 1315 2258 966 2137 1632 1124 2717 1079 3508 2319 780 1879 2039 103 2179 1913 410 792 2047 4012 794 1401 4048 979 1607 3656 2434 1881 2720 1146 316 3215 32 3769 2837 2193 2880]
[1584 3168 2406 3233 2709 801 299 1287 709 4002 2993 2874 2932 101 160 1109 1354 3183 1977 346 1367 1567 2357 3904 975 1424 1029 1714 2408 2987 2895 2739 399 2710 2695 3225 3151 2306 1628 2256 689 3093 2707 2821 2464 1687 1750 835 2205 487 3183 2503 3736 290 2481 3211 3135 1428 3131 2426 1457 540 138 235 3501 1363 2713 3630 582 606 533 3229 768 3060 491 1656 883 1872 1693 1968 3316 3817 578 673 498 1203 3679 1500 1999 622 569 3431 1586 2915 1654 3339 2132 1992 3026 3917]
[2731 496 2307 1887 122 205 1195 95 2932 376 2792 1783 2176 1595 3622 2273 490 1106 3430 3135 199 3900 2807 1610 3096 1223 1820 3272 1251 1547 1128 161 633 441 2730 1170 3949 2141 4040 3363 180 1686 1922 2712 3683 2418 3964 2044 2305 4039 1587 2720 2102 295 2656 2353 1131 1430 3568 959 2106 3251 3207 2374 230 679 1922 2506 650 473 3522 1508 21 1882 1111 860 2218 3262 140 3357 450 3982 4082 1138 1158 1067 3211 3132 2739 3330 3462 1213 2213 2113 2205 2031 1141 1323 1306 402]
